
========================================================================================================================
All Models Sorted by Price (Input + Output)
========================================================================================================================
Provider                   | Name                                                 |   Input |  Write |   Read |     Out | Model                                               
OpenRouter                 | openai/gpt-3.5-turbo-1106                            |   $1.00 |        |        |   $2.00 | openai/gpt-3.5-turbo-1106                           
OpenRouter                 | Weaver (alpha)                                       |   $1.50 |        |        |   $1.50 | weaver                                              
HuggingFace (together)     | Kimi-K2-Instruct                                     |   $0.60 |        |        |   $2.50 | moonshotai/Kimi-K2-Instruct                         
HuggingFace (sambanova)    | DeepSeek-R1-0528                                     |   $0.80 |        |        |   $2.40 | deepseek-ai/DeepSeek-R1-0528                        
OpenRouter                 | Noromaid 20B                                         |   $1.25 |        |        |   $2.00 | noromaid-20b                                        
OpenRouter                 | gpt-3.5-turbo                                        |   $1.50 |        |        |   $2.00 | gpt-3.5-turbo                                       
Microsoft Azure            | gpt-35-turbo                                         |   $1.50 |        |        |   $2.00 | gpt-35-turbo                                        
Microsoft Azure            | gpt35                                                |   $1.50 |        |        |   $2.00 | gpt35                                               
OpenAI                     | gpt-3.5-0301                                         |   $1.50 |        |        |   $2.00 | gpt-3.5-0301                                        
OpenRouter                 | gpt-3.5-turbo-0613                                   |   $1.50 |        |        |   $2.00 | gpt-3.5-turbo-0613                                  
OpenRouter                 | gpt 3.5 turbo instruct                               |   $1.50 |        |        |   $2.00 | gpt-3.5-turbo-instruct                              
OpenRouter                 | deepseek/deepseek-r1                                 |   $0.50 |        |        |   $3.00 | deepseek/deepseek-r1                                
OpenRouter                 | GPT-3.5 Turbo Instruct                               |   $1.50 |        |        |   $2.00 | gpt-3.5-turbo-instruct                              
OpenRouter                 | openai/gpt-3.5-turbo-instruct                        |   $1.50 |        |        |   $2.00 | openai/gpt-3.5-turbo-instruct                       
OpenRouter                 | Gemini 2.5 Flash Preview 05-20 (thinking)            |   $0.15 |  $0.23 |  $0.04 |   $3.50 | gemini-2.5-flash-preview-05-20:thinking             
OpenRouter                 | Gemini 2.5 Flash Preview 04-17 (thinking)            |   $0.15 |  $0.23 |  $0.04 |   $3.50 | gemini-2.5-flash-preview:thinking                   
OpenRouter                 | google/gemini-2.5-flash-preview:thinking             |   $0.15 |        |        |   $3.50 | google/gemini-2.5-flash-preview:thinking            
OpenRouter                 | alpindale/magnum-72b                                 |   $1.50 |        |        |   $2.25 | alpindale/magnum-72b                                
OpenRouter                 | anthracite-org/magnum-v4-72b                         |   $1.50 |        |        |   $2.25 | anthracite-org/magnum-v4-72b                        
OpenRouter                 | neversleep/llama-3.1-lumimaid-70b                    |   $1.50 |        |        |   $2.25 | neversleep/llama-3.1-lumimaid-70b                   
HuggingFace (novita)       | Qwen3-VL-235B-A22B-Thinking                          |   $0.78 |        |        |   $3.16 | Qwen/Qwen3-VL-235B-A22B-Thinking                    
AWS Bedrock                | Nova Pro                                             |   $0.80 |        |  $0.20 |   $3.20 | amazon.nova-pro-v1:0                                
AWS Bedrock                | Mistral Small (24.02)                                |   $1.00 |        |        |   $3.00 | mistral.mistral-small-2402-v1:0                     
Groq                       | Kimi K2 1T 128k                                      |   $1.00 |        |  $0.50 |   $3.00 | moonshotai/kimi-k2-instruct                         
HuggingFace (novita)       | Qwen3-235B-A22B-Instruct-2507                        |   $2.00 |        |        |   $2.00 | Qwen/Qwen3-235B-A22B-Instruct-2507                  
HuggingFace (together)     | Qwen3-Coder-480B-A35B-Instruct                       |   $2.00 |        |        |   $2.00 | Qwen/Qwen3-Coder-480B-A35B-Instruct                 
HuggingFace (together)     | DeepSeek-R1                                          |   $2.00 |        |        |   $2.00 | deepseek-ai/DeepSeek-R1                             
HuggingFace (nebius)       | Hermes-4-405B                                        |   $1.00 |        |        |   $3.00 | NousResearch/Hermes-4-405B                          
HuggingFace (together)     | Qwen3-Coder-480B-A35B-Instruct                       |   $2.00 |        |        |   $2.00 | Qwen/Qwen3-Coder-480B-A35B-Instruct                 
HuggingFace (together)     | Kimi-K2-Instruct                                     |   $1.00 |        |        |   $3.00 | moonshotai/Kimi-K2-Instruct                         
OpenAI                     | curie                                                |   $2.00 |        |        |   $2.00 | curie                                               
OpenRouter                 | amazon/nova-pro-v1                                   |   $0.80 |        |        |   $3.20 | amazon/nova-pro-v1                                  
OpenRouter                 | Llama 3.1 405B (base)                                |   $2.00 |        |        |   $2.00 | llama-3.1-405b                                      
OpenRouter                 | meta-llama/llama-3.1-405b                            |   $2.00 |        |        |   $2.00 | meta-llama/llama-3.1-405b                           
OpenRouter                 | Nova Pro 1.0                                         |   $0.80 |        |        |   $3.20 | nova-pro-v1                                         
OpenRouter                 | Qwen VL Max                                          |   $0.80 |        |        |   $3.20 | qwen-vl-max                                         
OpenRouter                 | qwen/qwen-vl-max                                     |   $0.80 |        |        |   $3.20 | qwen/qwen-vl-max                                    
OpenRouter                 | Maestro Reasoning                                    |   $0.90 |        |        |   $3.30 | maestro-reasoning                                   
OpenAI                     | gpt-5-image-mini                                     |   $2.50 |        |  $0.25 |   $2.00 | gpt-5-image-mini                                    
X AI                       | Grok 3 Mini Fast                                     |   $0.60 |        |  $0.15 |   $4.00 | grok-3-mini-fast                                    
Anthropic                  | Claude Haiku 3.5                                     |   $0.80 |  $1.00 |  $0.08 |   $4.00 | claude-3-5-haiku-latest                             
AWS Bedrock                | regional.anthropic.claude-3-5-haiku-20241022-v1:0    |   $0.80 |  $1.00 |  $0.08 |   $4.00 | regional.anthropic.claude-3-5-haiku-20241022-v1:0   
Google                     | claude-3-5-haiku                                     |   $0.80 |  $1.00 |  $0.08 |   $4.00 | claude-3-5-haiku                                    
OpenRouter                 | anthropic/claude-3.5-haiku                           |   $0.80 |        |        |   $4.00 | anthropic/claude-3.5-haiku                          
OpenRouter                 | Claude 3.5 Haiku                                     |   $0.80 |  $1.00 |  $0.08 |   $4.00 | claude-3.5-haiku                                    
Together AI                | mistralai/Mixtral-8x22B-Instruct-v0.1                |   $2.40 |        |        |   $2.40 | mistralai/Mixtral-8x22B-Instruct-v0.1               
HuggingFace (together)     | Kimi-K2-Thinking                                     |   $1.20 |        |        |   $4.00 | moonshotai/Kimi-K2-Thinking                         
OpenRouter                 | o1-mini                                              |   $1.10 |        |  $0.55 |   $4.40 | o1-mini                                             
OpenRouter                 | o3-mini                                              |   $1.10 |        |  $0.55 |   $4.40 | o3-mini                                             
OpenRouter                 | o4-mini                                              |   $1.10 |        |  $0.28 |   $4.40 | o4-mini                                             
OpenRouter                 | o1 mini                                              |   $1.10 |        |  $0.55 |   $4.40 | o1-mini                                             
OpenRouter                 | o3 Mini                                              |   $1.10 |        |  $0.55 |   $4.40 | o3-mini                                             
OpenRouter                 | o4 Mini High                                         |   $1.10 |        |  $0.28 |   $4.40 | o4-mini                                             
OpenRouter                 | Lumimaid v0.2 70B                                    |   $2.50 |        |        |   $3.00 | llama-3.1-lumimaid-70b                              
OpenRouter                 | Magnum v4 72B                                        |   $2.50 |        |        |   $3.00 | magnum-v4-72b                                       
OpenRouter                 | o1-mini                                              |   $1.10 |        |  $0.55 |   $4.40 | o1-mini                                             
OpenRouter                 | o3 Mini                                              |   $1.10 |        |  $0.55 |   $4.40 | o3-mini                                             
OpenRouter                 | o4 Mini                                              |   $1.10 |        |  $0.28 |   $4.40 | o4-mini                                             
OpenRouter                 | openai/o1-mini                                       |   $1.10 |        |        |   $4.40 | openai/o1-mini                                      
OpenRouter                 | openai/o3-mini                                       |   $1.10 |        |        |   $4.40 | openai/o3-mini                                      
OpenRouter                 | openai/o4-mini                                       |   $1.10 |        |        |   $4.40 | openai/o4-mini                                      
Anthropic                  | Claude Haiku 4.5                                     |   $1.00 |  $1.25 |  $0.10 |   $5.00 | claude-haiku-4-5                                    
AWS Bedrock                | global.anthropic.claude-haiku-4-5-20251001-v1:0      |   $1.00 |  $1.25 |  $0.10 |   $5.00 | global.anthropic.claude-haiku-4-5-20251001-v1:0     
HuggingFace (fireworks-ai) | Llama-3.1-405B-Instruct                              |   $3.00 |        |        |   $3.00 | meta-llama/Llama-3.1-405B-Instruct                  
HuggingFace (sambanova)    | DeepSeek-R1-0528                                     |   $3.00 |        |        |   $3.00 | deepseek-ai/DeepSeek-R1-0528                        
OpenRouter                 | 01-ai/yi-large                                       |   $3.00 |        |        |   $3.00 | 01-ai/yi-large                                      
OpenRouter                 | all-hands/openhands-lm-32b-v0.1                      |   $2.60 |        |        |   $3.40 | all-hands/openhands-lm-32b-v0.1                     
OpenRouter                 | anthracite-org/magnum-v2-72b                         |   $3.00 |        |        |   $3.00 | anthracite-org/magnum-v2-72b                        
OpenRouter                 | EVA Qwen2.5 32B                                      |   $2.60 |        |        |   $3.40 | eva-qwen-2.5-32b                                    
OpenRouter                 | eva-unit-01/eva-qwen-2.5-32b                         |   $2.60 |        |        |   $3.40 | eva-unit-01/eva-qwen-2.5-32b                        
OpenRouter                 | Magnum v2 72B                                        |   $3.00 |        |        |   $3.00 | magnum-v2-72b                                       
OpenRouter                 | OpenHands LM 32B V0.1                                |   $2.60 |        |        |   $3.40 | openhands-lm-32b-v0.1                               
OpenRouter                 | perplexity/sonar-reasoning                           |   $1.00 |        |        |   $5.00 | perplexity/sonar-reasoning                          
Perplexity                 | Sonar Reasoning                                      |   $1.00 |        |        |   $5.00 | sonar-reasoning                                     
OpenRouter                 | Yi Large                                             |   $3.00 |        |        |   $3.00 | yi-large                                            
Perplexity                 | Sonar Reasoning                                      |   $1.00 |        |        |   $5.00 | sonar-reasoning                                     
AWS Bedrock                | Llama 3 70B Instruct                                 |   $2.65 |        |        |   $3.50 | meta.llama3-70b-instruct-v1:0                       
OpenAI                     | gpt-4o-mini-transcribe                               |   $1.25 |        |        |   $5.00 | gpt-4o-mini-transcribe                              
OpenRouter                 | Gemini 1.5 Pro                                       |   $1.25 |        |        |   $5.00 | gemini-pro-1.5                                      
OpenRouter                 | google/gemini-pro-1.5                                |   $1.25 |        |        |   $5.00 | google/gemini-pro-1.5                               
AWS Bedrock                | regional.anthropic.claude-haiku-4-5-20251001-v1:0    |   $1.10 |  $1.38 |  $0.11 |   $5.50 | regional.anthropic.claude-haiku-4-5-20251001-v1:0   
AWS Bedrock                | DeepSeek-R1                                          |   $1.35 |        |        |   $5.40 | deepseek.r1-v1:0                                    
Microsoft Azure            | gpt-3.5-turbo-16k-0613                               |   $3.00 |        |        |   $4.00 | gpt-3.5-turbo-16k-0613                              
Microsoft Azure            | gpt-35-16k                                           |   $3.00 |        |        |   $4.00 | gpt-35-16k                                          
Microsoft Azure            | gpt-35-turbo-16k                                     |   $3.00 |        |        |   $4.00 | gpt-35-turbo-16k                                    
HuggingFace (together)     | cogito-v2-preview-llama-405B                         |   $3.50 |        |        |   $3.50 | deepcogito/cogito-v2-preview-llama-405B             
Mistral                    | Magistral Medium                                     |   $2.00 |        |        |   $5.00 | magistral-medium                                    
OpenRouter                 | GPT-3.5 Turbo 16k                                    |   $3.00 |        |        |   $4.00 | gpt-3.5-turbo-16k                                   
OpenRouter                 | GPT-3.5 Turbo 16k                                    |   $3.00 |        |        |   $4.00 | gpt-3.5-turbo-16k                                   
OpenRouter                 | Magistral Medium 2506                                |   $2.00 |        |        |   $5.00 | magistral-medium-2506                               
OpenRouter                 | openai/gpt-3.5-turbo-16k                             |   $3.00 |        |        |   $4.00 | openai/gpt-3.5-turbo-16k                            
Together AI                | meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo        |   $3.50 |        |        |   $3.50 | meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo       
Anthropic                  | claude-instant-1.2                                   |   $1.63 |        |        |   $5.51 | claude-instant-1.2                                  
HuggingFace (sambanova)    | DeepSeek-V3-0324                                     |   $3.00 |        |        |   $4.50 | deepseek-ai/DeepSeek-V3-0324                        
OpenRouter                 | Codex Mini                                           |   $1.50 |        |  $0.38 |   $6.00 | codex-mini                                          
OpenRouter                 | Codex Mini                                           |   $1.50 |        |  $0.38 |   $6.00 | codex-mini                                          
OpenRouter                 | xwin-lm/xwin-lm-70b                                  |   $3.75 |        |        |   $3.75 | xwin-lm/xwin-lm-70b                                 
OpenRouter                 | neversleep/llama-3-lumimaid-70b                      |   $3.38 |        |        |   $4.50 | neversleep/llama-3-lumimaid-70b                     
AWS Bedrock                | Pixtral Large (25.02)                                |   $2.00 |        |        |   $6.00 | mistral.pixtral-large-2502-v1:0                     
OpenRouter                 | Mistral Large                                        |   $2.00 |        |        |   $6.00 | mistral-large                                       
Mistral                    | Pixtral Large 2411                                   |   $2.00 |        |        |   $6.00 | pixtral-large                                       
OpenRouter                 | deepseek/deepseek-r1                                 |   $4.00 |        |        |   $4.00 | deepseek/deepseek-r1                                
OpenRouter                 | Mistral Large                                        |   $2.00 |        |        |   $6.00 | mistral-large                                       
OpenRouter                 | mistralai/mistral-large                              |   $2.00 |        |        |   $6.00 | mistralai/mistral-large                             
OpenRouter                 | mistralai/pixtral-large-2411                         |   $2.00 |        |        |   $6.00 | mistralai/pixtral-large-2411                        
OpenRouter                 | Pixtral Large 2411                                   |   $2.00 |        |        |   $6.00 | pixtral-large-2411                                  
OpenRouter                 | Qwen-Max                                             |   $1.60 |        |  $0.64 |   $6.40 | qwen-max                                            
OpenRouter                 | qwen/qwen-max                                        |   $1.60 |        |        |   $6.40 | qwen/qwen-max                                       
OpenAI                     | ft:gpt-3.5-turbo-                                    |   $3.00 |        |        |   $6.00 | ft:gpt-3.5-turbo-                                   
OpenRouter                 | raifle/sorcererlm-8x22b                              |   $4.50 |        |        |   $4.50 | raifle/sorcererlm-8x22b                             
OpenRouter                 | SorcererLM 8x22B                                     |   $4.50 |        |        |   $4.50 | sorcererlm-8x22b                                    
OpenRouter                 | gpt-4.1                                              |   $2.00 |        |  $0.50 |   $8.00 | gpt-4.1                                             
Microsoft Azure            | o3-2025-04-16                                        |   $2.00 |        |  $0.50 |   $8.00 | o3-2025-04-16                                       
HuggingFace (together)     | DeepSeek-R1                                          |   $3.00 |        |        |   $7.00 | deepseek-ai/DeepSeek-R1                             
OpenRouter                 | gpt 4.1                                              |   $2.00 |        |  $0.50 |   $8.00 | gpt-4.1                                             
OpenAI                     | gpt 4o audio preview                                 |         |        |        |  $10.00 | gpt-4o-audio-preview                                
OpenAI                     | o4-mini-deep-research                                |   $2.00 |        |  $0.50 |   $8.00 | o4-mini-deep-research                               
OpenRouter                 | ai21/jamba-1-5-large                                 |   $2.00 |        |        |   $8.00 | ai21/jamba-1-5-large                                
OpenRouter                 | ai21/jamba-1.6-large                                 |   $2.00 |        |        |   $8.00 | ai21/jamba-1.6-large                                
OpenRouter                 | EVA Llama 3.33 70B                                   |   $4.00 |        |        |   $6.00 | eva-llama-3.33-70b                                  
OpenRouter                 | EVA Qwen2.5 72B                                      |   $4.00 |        |        |   $6.00 | eva-qwen-2.5-72b                                    
OpenRouter                 | eva-unit-01/eva-llama-3.33-70b                       |   $4.00 |        |        |   $6.00 | eva-unit-01/eva-llama-3.33-70b                      
OpenRouter                 | GPT-4.1                                              |   $2.00 |        |  $0.50 |   $8.00 | gpt-4.1                                             
OpenRouter                 | Jamba 1.6 Large                                      |   $2.00 |        |        |   $8.00 | jamba-1.6-large                                     
OpenRouter                 | Llama 3 Lumimaid 70B                                 |   $4.00 |        |        |   $6.00 | llama-3-lumimaid-70b                                
OpenRouter                 | Magnum 72B                                           |   $4.00 |        |        |   $6.00 | magnum-72b                                          
OpenRouter                 | o3                                                   |   $2.00 |        |  $0.50 |   $8.00 | o3                                                  
OpenRouter                 | openai/gpt-4.1                                       |   $2.00 |        |        |   $8.00 | openai/gpt-4.1                                      
OpenRouter                 | perplexity/r1-1776                                   |   $2.00 |        |        |   $8.00 | perplexity/r1-1776                                  
OpenRouter                 | perplexity/sonar-deep-research                       |   $2.00 |        |        |   $8.00 | perplexity/sonar-deep-research                      
OpenRouter                 | perplexity/sonar-reasoning-pro                       |   $2.00 |        |        |   $8.00 | perplexity/sonar-reasoning-pro                      
Perplexity                 | R1 1776                                              |   $2.00 |        |        |   $8.00 | r1-1776                                             
Perplexity                 | Sonar Deep Research                                  |   $2.00 |        |        |   $8.00 | sonar-deep-research                                 
Perplexity                 | Sonar Reasoning Pro                                  |   $2.00 |        |        |   $8.00 | sonar-reasoning-pro                                 
Perplexity                 | R1 1776                                              |   $2.00 |        |        |   $8.00 | r1-1776                                             
Perplexity                 | Sonar Deep Research                                  |   $2.00 |        |        |   $8.00 | sonar-deep-research                                 
Perplexity                 | Sonar Reasoning Pro                                  |   $2.00 |        |        |   $8.00 | sonar-reasoning-pro                                 
OpenRouter                 | Mistral Medium                                       |   $2.75 |        |        |   $8.10 | mistral-medium                                      
OpenRouter                 | mistralai/mistral-medium                             |   $2.75 |        |        |   $8.10 | mistralai/mistral-medium                            
OpenRouter                 | DeepSeek R1 0528                                     |   $3.00 |        |        |   $8.00 | deepseek-r1-0528                                    
HuggingFace (sambanova)    | DeepSeek-R1-0528                                     |   $3.00 |        |        |   $8.00 | deepseek-ai/DeepSeek-R1-0528                        
OpenAI                     | GPT-5                                                |   $1.25 |        |  $0.12 |  $10.00 | gpt-5                                               
OpenAI                     | GPT-5                                                |   $1.25 |        |  $0.12 |  $10.00 | gpt-5                                               
OpenAI                     | GPT-5.1                                              |   $1.25 |        |  $0.12 |  $10.00 | gpt-5.1                                             
OpenRouter                 | Gemini 2.5 Pro                                       |   $1.25 |  $1.62 |  $0.31 |  $10.00 | gemini-2.5-pro                                      
OpenRouter                 | google/gemini-2.5-pro-preview-03-25                  |   $1.25 |        |        |  $10.00 | google/gemini-2.5-pro-preview-03-25                 
HuggingFace (sambanova)    | DeepSeek-R1-0528                                     |   $5.00 |        |        |   $7.00 | deepseek-ai/DeepSeek-R1-0528                        
OpenRouter                 | Aion-1.0                                             |   $4.00 |        |        |   $8.00 | aion-1.0                                            
OpenRouter                 | aion-labs/aion-1.0                                   |   $4.00 |        |        |   $8.00 | aion-labs/aion-1.0                                  
X AI                       | Grok 2 1212                                          |   $2.00 |        |        |  $10.00 | grok-2-1212                                         
X AI                       | Grok 2 Vision 1212                                   |   $2.00 |        |        |  $10.00 | grok-2-vision-1212                                  
OpenRouter                 | x-ai/grok-2-1212                                     |   $2.00 |        |        |  $10.00 | x-ai/grok-2-1212                                    
OpenRouter                 | x-ai/grok-2-vision-1212                              |   $2.00 |        |        |  $10.00 | x-ai/grok-2-vision-1212                             
X AI                       | Grok 2 1212                                          |   $2.00 |        |        |  $10.00 | grok-2-1212                                         
X AI                       | Grok 2 Vision 1212                                   |   $2.00 |        |        |  $10.00 | grok-2-vision-1212                                  
Microsoft Azure            | gpt-4o-2024-08-06                                    |   $2.50 |        |  $1.25 |  $10.00 | gpt-4o-2024-08-06                                   
Microsoft Azure            | gpt-4o-2024-1120                                     |   $2.50 |        |  $1.25 |  $10.00 | gpt-4o-2024-1120                                    
OpenRouter                 | Command A                                            |   $2.50 |        |        |  $10.00 | command-a                                           
OpenRouter                 | Command R+                                           |   $2.50 |        |        |  $10.00 | command-r-plus                                      
OpenRouter                 | gpt 4o                                               |   $2.50 |        |  $1.25 |  $10.00 | gpt-4o                                              
OpenRouter                 | GPT-4o Search Preview                                |   $2.50 |        |        |  $10.00 | gpt-4o-search-preview                               
OpenAI                     | gpt-4o-transcribe                                    |   $2.50 |        |        |  $10.00 | gpt-4o-transcribe                                   
OpenRouter                 | cohere/command-a                                     |   $2.50 |        |        |  $10.00 | cohere/command-a                                    
OpenRouter                 | cohere/command-r-plus-08-2024                        |   $2.50 |        |        |  $10.00 | cohere/command-r-plus-08-2024                       
OpenRouter                 | Command A                                            |   $2.50 |        |        |  $10.00 | command-a                                           
OpenRouter                 | Command R+ (08-2024)                                 |   $2.50 |        |        |  $10.00 | command-r-plus-08-2024                              
OpenRouter                 | GPT-4o                                               |   $2.50 |        |  $1.25 |  $10.00 | gpt-4o                                              
OpenRouter                 | GPT-4o Search Preview                                |   $2.50 |        |        |  $10.00 | gpt-4o-search-preview                               
OpenRouter                 | Inflection 3 Pi                                      |   $2.50 |        |        |  $10.00 | inflection-3-pi                                     
OpenRouter                 | Inflection 3 Productivity                            |   $2.50 |        |        |  $10.00 | inflection-3-productivity                           
OpenRouter                 | inflection/inflection-3-pi                           |   $2.50 |        |        |  $10.00 | inflection/inflection-3-pi                          
OpenRouter                 | inflection/inflection-3-productivity                 |   $2.50 |        |        |  $10.00 | inflection/inflection-3-productivity                
OpenRouter                 | openai/gpt-4o                                        |   $2.50 |        |        |  $10.00 | openai/gpt-4o                                       
AWS Bedrock                | Nova Premier                                         |   $2.50 |        |  $0.62 |  $12.50 | amazon.nova-premier-v1:0                            
OpenAI                     | Computer use                                         |   $3.00 |        |        |  $12.00 | computer-use                                        
OpenRouter                 | alpindale/goliath-120b                               |   $6.56 |        |        |   $9.38 | alpindale/goliath-120b                              
AWS Bedrock                | Mistral Large (24.02)                                |   $4.00 |        |        |  $12.00 | mistral.mistral-large-2402-v1:0                     
Google                     | Claude Sonnet 3.5                                    |   $3.00 |  $3.75 |  $0.30 |  $15.00 | claude-3-5-sonnet                                   
Anthropic                  | Claude Sonnet 3.7                                    |   $3.00 |  $3.75 |  $0.30 |  $15.00 | claude-3-7-sonnet-latest                            
OpenRouter                 | Claude 3 Sonnet                                      |   $3.00 |  $3.75 |  $0.30 |  $15.00 | claude-3-sonnet                                     
Anthropic                  | Claude Sonnet 4                                      |   $3.00 |  $3.75 |  $0.30 |  $15.00 | claude-sonnet-4-0                                   
AWS Bedrock                | global.anthropic.claude-sonnet-4-20250514-v1:0       |   $3.00 |  $3.75 |  $0.30 |  $15.00 | global.anthropic.claude-sonnet-4-20250514-v1:0      
AWS Bedrock                | global.anthropic.claude-sonnet-4-5-20250929-v1:0     |   $3.00 |  $3.75 |  $0.30 |  $15.00 | global.anthropic.claude-sonnet-4-5-20250929-v1:0    
AWS Bedrock                | regional.anthropic.claude-3-5-sonnet-20240620-v1:0   |   $3.00 |  $3.75 |  $0.30 |  $15.00 | regional.anthropic.claude-3-5-sonnet-20240620-v1:0  
AWS Bedrock                | regional.anthropic.claude-3-5-sonnet-20241022-v2:0   |   $3.00 |  $3.75 |  $0.30 |  $15.00 | regional.anthropic.claude-3-5-sonnet-20241022-v2:0  
AWS Bedrock                | regional.anthropic.claude-3-7-sonnet-20250219-v1:0   |   $3.00 |  $3.75 |  $0.30 |  $15.00 | regional.anthropic.claude-3-7-sonnet-20250219-v1:0  
AWS Bedrock                | regional.anthropic.claude-3-sonnet-20240229-v1:0     |   $3.00 |  $3.75 |  $0.30 |  $15.00 | regional.anthropic.claude-3-sonnet-20240229-v1:0    
AWS Bedrock                | regional.anthropic.claude-sonnet-4-20250514-v1:0     |   $3.00 |  $3.75 |  $0.30 |  $15.00 | regional.anthropic.claude-sonnet-4-20250514-v1:0    
Google                     | claude-3-5-sonnet                                    |   $3.00 |  $3.75 |  $0.30 |  $15.00 | claude-3-5-sonnet                                   
Google                     | claude-3-7-sonnet                                    |   $3.00 |  $3.75 |  $0.30 |  $15.00 | claude-3-7-sonnet                                   
Google                     | claude-4-sonnet                                      |   $3.00 |  $3.75 |  $0.30 |  $15.00 | claude-4-sonnet                                     
OpenRouter                 | anthropic/claude-3-sonnet                            |   $3.00 |        |        |  $15.00 | anthropic/claude-3-sonnet                           
OpenRouter                 | anthropic/claude-3.5-sonnet                          |   $3.00 |        |        |  $15.00 | anthropic/claude-3.5-sonnet                         
OpenRouter                 | anthropic/claude-3.7-sonnet                          |   $3.00 |        |        |  $15.00 | anthropic/claude-3.7-sonnet                         
OpenRouter                 | Claude 3 Sonnet                                      |   $3.00 |  $3.75 |  $0.30 |  $15.00 | claude-3-sonnet                                     
OpenRouter                 | Claude 3.5 Sonnet                                    |   $3.00 |  $3.75 |  $0.30 |  $15.00 | claude-3.5-sonnet                                   
OpenRouter                 | Claude 3.7 Sonnet                                    |   $3.00 |  $3.75 |  $0.30 |  $15.00 | claude-3.7-sonnet                                   
OpenRouter                 | Claude Sonnet 4                                      |   $3.00 |  $3.75 |  $0.30 |  $15.00 | claude-sonnet-4                                     
OpenRouter                 | cohere/command-r-plus                                |   $3.00 |        |        |  $15.00 | cohere/command-r-plus                               
OpenRouter                 | Command R+                                           |   $3.00 |        |        |  $15.00 | command-r-plus                                      
X AI                       | Grok 3                                               |   $3.00 |        |  $0.75 |  $15.00 | grok-3                                              
OpenRouter                 | perplexity/sonar-pro                                 |   $3.00 |        |        |  $15.00 | perplexity/sonar-pro                                
Perplexity                 | Sonar Pro                                            |   $3.00 |        |        |  $15.00 | sonar-pro                                           
OpenRouter                 | x-ai/grok-3-beta                                     |   $3.00 |        |        |  $15.00 | x-ai/grok-3-beta                                    
Perplexity                 | Sonar Pro                                            |   $3.00 |        |        |  $15.00 | sonar-pro                                           
X AI                       | Grok 3                                               |   $3.00 |        |  $0.75 |  $15.00 | grok-3                                              
X AI                       | Grok 4                                               |   $3.00 |        |  $0.75 |  $15.00 | grok-4-0709                                         
OpenAI                     | ft:gpt-4o                                            |   $3.75 |        |        |  $15.00 | ft:gpt-4o                                           
AWS Bedrock                | regional.anthropic.claude-sonnet-4-5-20250929-v1:0   |   $3.30 |  $4.12 |  $0.33 |  $16.50 | regional.anthropic.claude-sonnet-4-5-20250929-v1:0  
Microsoft Azure            | gpt-4o-2024-0513                                     |   $5.00 |        |        |  $15.00 | gpt-4o-2024-0513                                    
OpenRouter                 | ChatGPT-4o                                           |   $5.00 |        |        |  $15.00 | chatgpt-4o-latest                                   
OpenAI                     | gpt-5-image                                          |  $10.00 |        |  $1.25 |  $10.00 | gpt-5-image                                         
OpenAI                     | gpt-realtime                                         |   $4.00 |        |  $0.40 |  $16.00 | gpt-realtime                                        
OpenRouter                 | ChatGPT-4o                                           |   $5.00 |        |        |  $15.00 | chatgpt-4o-latest                                   
OpenRouter                 | GPT-4o (2024-05-13)                                  |   $5.00 |        |        |  $15.00 | gpt-4o-2024-05-13                                   
OpenRouter                 | Grok Beta                                            |   $5.00 |        |        |  $15.00 | grok-beta                                           
OpenRouter                 | Grok Vision Beta                                     |   $5.00 |        |        |  $15.00 | grok-vision-beta                                    
OpenRouter                 | openai/chatgpt-4o-latest                             |   $5.00 |        |        |  $15.00 | openai/chatgpt-4o-latest                            
OpenRouter                 | openai/gpt-4o-2024-05-13                             |   $5.00 |        |        |  $15.00 | openai/gpt-4o-2024-05-13                            
OpenRouter                 | x-ai/grok-beta                                       |   $5.00 |        |        |  $15.00 | x-ai/grok-beta                                      
OpenRouter                 | x-ai/grok-vision-beta                                |   $5.00 |        |        |  $15.00 | x-ai/grok-vision-beta                               
OpenRouter                 | Goliath 120B                                         |  $10.00 |        |        |  $12.50 | goliath-120b                                        
OpenRouter                 | GPT-4o (extended)                                    |   $6.00 |        |        |  $18.00 | gpt-4o:extended                                     
OpenRouter                 | GPT-4o (extended)                                    |   $6.00 |        |        |  $18.00 | gpt-4o:extended                                     
OpenRouter                 | openai/gpt-4o:extended                               |   $6.00 |        |        |  $18.00 | openai/gpt-4o:extended                              
Microsoft Azure            | gpt-4o-realtime                                      |   $5.00 |        |  $2.50 |  $20.00 | gpt-4o-realtime                                     
OpenAI                     | gpt-4o-realtime-preview                              |   $5.00 |        |  $2.50 |  $20.00 | gpt-4o-realtime-preview                             
Anthropic                  | Claude Opus 4.5                                      |   $5.00 |  $6.25 |  $0.50 |  $25.00 | claude-opus-4-5                                     
X AI                       | Grok 3 Fast                                          |   $5.00 |        |  $1.25 |  $25.00 | grok-3-fast                                         
Google                     | Gemini 2.5 Flash Image                               |   $0.30 |        |        |  $30.00 | gemini-2.5-flash-image                              
OpenRouter                 | Claude 2.0 / 2.1                                     |   $8.00 |        |        |  $24.00 | claude-2                                            
Anthropic                  | claude-v1                                            |   $8.00 |        |        |  $24.00 | claude-v1                                           
